center_1	center_2	radii
12.5152332044318	24.0443796679864	1
24.8028937162143	31.4862359003653	1
38.4092822301065	41.6589832391	1
22.6120350132855	5.74889030201217	1
37.0552305129791	31.0648220858247	1
22.34678121926	41.8058529718505	1
40.8369209018033	9.37837727316727	1
5.73805691088661	14.0181492830065	1
31.6265251549686	1.41189509467727	1
26.170076942439	40.6658171919773	1
21.6573400695513	30.7234837070674	1
19.6374827962293	5.81613789899657	1
9.80656692676101	22.6676468323619	1
31.7385084417601	6.80652092948527	1
33.5908236190408	15.4722646114875	1
21.7839248551085	36.282690292785	1
37.4859913906111	28.4072103515576	1
6.98740055536271	23.5909245020308	1
37.7150747921293	14.753658300471	1
21.446737918661	8.41800592824607	1
36.2027830756105	26.5361083642386	1
38.6212674279798	6.55484975824087	1
41.3500075811597	15.2714238265365	1
2.26448347104271	3.97980716618467	1
18.2379143443815	26.3063420567052	1
25.1672052758011	11.7464379395781	1
26.0500627505078	34.9200862845307	1
21.771262899938	11.3904634320032	1
19.640684400055	10.4127418043288	1
25.44987344297	6.27797535967187	1
33.2639501638525	21.1621043275058	1
