center_1	center_2	radii
30.2432632058489	24.0937724377079	1
9.76254372166861	23.5041951968128	1
7.06704116644381	13.8218528117267	1
10.190884279175	2.37010635655407	1
4.96590631935192	12.0484311840606	1
9.90768777710701	5.04543866989237	1
22.8987466467537	0.203801460413068	1
28.436683011535	14.9915841836689	1
2.94620351869251	2.00062866584097	1
24.9698654126087	31.0026649103421	1
23.0688643391956	22.8750222412239	1
7.99630333641441	7.43734890646377	1
18.7739681366893	27.0854539253941	1
2.64914069642002	9.09347384126107	1
30.8504599158646	10.7508677885045	1
5.85907653006281	6.17080253005606	1
11.4050360427646	17.0073417276976	1
