center_1	center_2	radii
2.7157776625647	30.2045046935779	1
21.7078481417943	27.7587426849046	1
11.9420746935039	25.0522311083787	1
5.5296688792945	31.4619279518542	1
19.9369885383191	17.4667394418759	1
14.4854836518433	12.6397519881559	1
26.5047554876022	17.9793378930737	1
9.6856089846447	5.60739444761336	1
3.9844727490027	5.32483200166526	1
25.4571994755709	14.7311760936599	1
17.5910376535092	14.1227455663937	1
10.0418273677669	12.4976646466464	1
27.4922680462866	24.5736312549153	1
16.5891156185279	21.8982739354055	1
28.2536169485017	16.2610306098798	1
24.1022123833195	18.3695223793243	1
8.5094114876402	2.51060887609696	1
23.2297891709816	1.35818408453147	1
5.2110671221795	7.68832933251786	1
0.441087072052298	22.6314371158296	1
11.7132328078457	6.70583596623077	1
