center_1	center_2	radii
31.2109262882466	14.0321140355163	1
26.0078231645019	14.0035653432964	1
10.8925438797214	11.4393592314768	1
8.52821135666056	13.3246228948526	1
1.67475514334336	4.69437356624542	1
21.467996595412	29.026655844058	1
23.9955518531609	22.4089387306705	1
19.9387396033538	26.5879220817091	1
30.2853277170285	9.15854800165421	1
13.4881016473146	1.53801575728851	1
18.7581045606888	1.64446138240381	1
1.71003967710806	8.62794744536082	1
20.107511999468	4.84350536780941	1
16.5498793752479	3.42395836030001	1
16.3141309001349	0.461183914463916	1
12.9560206756435	29.4535491366869	1
18.8309339832772	12.6287492120676	1
30.8827922813405	6.71774926385801	1
27.4521211405308	9.87644125968191	1
14.393281873676	26.2459980291409	1
15.4624766796938	5.75174880207831	1
