center_1	center_2	radii
2.40117414846203	30.4259348257551	1
22.1495180823617	37.9291002365472	1
22.5103079324726	25.1641247201131	1
16.7595101028635	25.9623388943186	1
18.7742610842199	24.8179913380801	1
15.2643247690786	36.7374602099103	1
27.2008801084346	38.6418372676378	1
23.1135479290489	13.5569142882521	1
0.594593954148131	21.3237465717161	1
23.782505225553	40.9612051644531	1
22.6058944024796	31.0164156568642	1
38.7002214064679	18.9108402621295	1
17.3755155567763	20.9846586958971	1
6.28893339448573	2.14354792654596	1
7.91795938198083	9.57790662643236	1
24.7728238830161	24.9290778986068	1
41.2830260260417	29.1159800628584	1
32.9613587231399	35.1059406849054	1
17.8726878494346	40.0419136119345	1
41.4912966542956	36.3725802106622	1
18.1623301409736	4.93479457454816	1
25.4276936924314	16.1389781391345	1
18.1782270413646	1.39126810000356	1
13.9826891265719	39.083543825246	1
32.9691333334083	31.9913380777919	1
3.00837085847773	17.0830301765517	1
38.8539116143542	23.7014300414746	1
28.7443020942394	15.7657832388105	1
