center_1	center_2	radii
31.2441657950166	31.2050922520136	1
1.8956067098071	24.2270943537862	1
17.3718624085264	14.7135141093946	1
16.128886510236	28.640886140194	1
17.9630322353804	11.0259296771228	1
6.7879765906491	14.930702056386	1
13.7645539871752	30.5261498035698	1
6.911097773858	21.8959004749626	1
3.1861445242532	21.1541226798796	1
23.4820308791426	11.9775222037175	1
19.9172324870996	4.86369184503786	1
18.7244442778292	18.7395426660057	1
6.6221730107651	12.0144974572601	1
28.0581037537699	6.17985273874655	1
12.3606694003136	4.06806615735456	1
23.9944471912035	18.845988291121	1
15.242991039435	16.5892554473137	1
22.5854034984107	4.36636295198245	1
4.3162499434025	25.4720534611864	1
6.9463823076227	25.829474354078	1
25.3438546299826	22.0450322765266	1
21.7862220057625	20.6254852690172	1
3.6620521216819	15.9947601678986	1
21.5504735306496	17.6627108231811	1
2.5308970011875	28.3402803471008	1
24.0672766137918	29.8302761207848	1
17.3862773085735	7.18036231252156	1
28.2111830515824	16.270163263909	1
20.3901537418768	7.51469466357366	1
10.4917762851747	14.2573360375508	1
20.6988193102084	22.9532757107955	1
