center_1	center_2	radii
37.7221212613387	20.7049789211602	1
32.4813664093392	28.5852766296458	1
38.354627003527	33.1791549494458	1
31.3125289661	3.91475010017922	1
0.062692222574416	31.8400472206599	1
28.8564164691457	14.2343671716644	1
41.7261820743411	16.119269199643	1
19.6051503313262	16.5874157201007	1
5.06664659908682	33.9376036229468	1
16.8983517594803	36.8853643514792	1
30.3002014013587	40.227184535866	1
32.6797121923247	13.0943313917912	1
28.166975319437	3.15199790688132	1
28.2935601049942	8.71120449259892	1
16.3673606295789	16.9789220334473	1
15.7098100320243	28.4304083552329	1
36.8052171842483	40.50308957958	1
19.5656139077848	20.5891900581861	1
40.8225436687058	32.7624647344721	1
31.5235043291414	18.0609598396473	1
22.7214638390655	18.4277609400358	1
3.94039778082922	16.9704837669182	1
14.7645767245855	21.7687876628603	1
9.76101587295071	25.4529348772202	1
32.5596980003935	7.34860048434462	1
10.2604895248923	35.6532695641619	1
34.4743422546454	40.7617064362051	1
34.1106683554638	31.9352987788191	1
