center_1	center_2	radii
24.6658161274615	16.3457797924662	1
19.4627130037168	16.3172311002463	1
27.239994295404	41.3327754452752	1
4.34743371893626	13.7530249884267	1
26.3234285829112	10.194914728537	1
1.98310119587546	15.6382886518025	1
14.9228864346269	31.3403216010079	1
17.4504416923758	24.7226044876204	1
31.0348975199569	3.12137401279868	1
13.3936294425687	28.901587838659	1
23.7402175562434	11.4722137586041	1
6.94299148652946	3.85168151423838	1
37.5017335365302	40.861055618201	1
41.5760600364151	29.1595023566025	1
28.6023273082769	3.84145984002858	1
25.0139756185952	41.7103810064936	1
16.4807184589306	40.2627673926412	1
12.2129943999037	3.95812713935368	1
3.46153824813526	1.70139429554638	1
32.1308733473916	23.2296835799333	1
13.5624018386829	7.15717112475928	1
10.0047692144628	5.73762411724988	1
9.76902073934984	2.77484967141378	1
6.41091051485836	31.7672148936368	1
12.2858238224921	14.9424149690175	1
8.66031315297669	34.9357181923189	1
40.1100384724931	8.70929791550138	1
24.3376821205554	9.03141502080788	1
20.9070109797457	12.1901070166318	1
16.4297302602826	1.38230211214168	1
7.84817171289095	28.5596637860908	1
31.1870842918599	29.9309383517369	1
25.5290789817578	6.96364656294428	1
8.91736651890867	8.06541455902818	1
