center_1	center_2	radii
14.9187362757372	3.78533626455528	1
18.4710210177776	30.1636445925793	1
26.7889823273844	12.0861706121162	1
7.79763417768077	16.6753728814974	1
3.58151360937464	22.8324828134125	1
31.1726932206621	31.0957696523219	1
23.7916946525114	30.2766441812632	1
26.9704183418552	26.944867523391	1
21.6027193879812	27.6634823774317	1
16.7762665454965	12.0224037842748	1
6.7772879075168	14.0053595153468	1
15.250375714151	21.8183599463065	1
9.78882733281773	20.1499420613649	1
29.9340908991018	2.57107708474878	1
3.87479419660411	16.8352217856121	1
6.99722354425056	26.4711606756724	1
18.5729283862199	18.3854071759078	1
18.8396786623688	3.07340575822018	1
5.75410902802433	7.92718755442758	1
4.5672000481066	25.3041375610402	1
8.05786766507938	3.32527966619208	1
12.4952771757851	23.7042301121437	1
