center_1	center_2	radii
27.1181378677269	11.0142114187495	1
23.7771074217206	9.61014433026759	1
19.0577567128032	13.4323577007928	1
0.857525270481432	24.1695507430083	1
39.0159693766182	36.9766140960819	1
37.3279650556449	9.36913311608819	1
31.9021965795334	33.8008129884752	1
29.2829460655933	31.6085390028667	1
19.0824111589992	27.7990377141634	1
9.87201541216453	19.8325555356734	1
11.3511881431248	13.2512261560712	1
9.98399869895603	25.2271813704814	1
11.8363138762367	33.8929250524836	1
19.8950262875261	1.02100215872034	1
6.01444090746944	7.87855650023973	1
15.9605650493252	33.1743187414671	1
25.3519251744119	13.5854976349678	1
16.8667576851757	24.975510199237	1
13.884126247106	6.05191438929197	1
19.5954978383556	33.6920842675326	1
3.41269553299703	30.1670983805742	1
36.7711583545531	31.8233777981358	1
0.0167531571339339	29.8111238729993	1
22.5527730590694	2.42318874647958	1
3.69536370016593	24.698635800668	1
11.5094404210484	39.5827647685019	1
