center_1	center_2	radii
12.4992047002307	15.9896029143499	1
20.9814043562113	9.90997547336394	1
5.44370788654487	11.0835589281034	1
2.79811073469388	14.1685496755947	1
16.9909982520871	20.2959937737283	1
7.17441926551018	9.02071519288654	1
1.15296601863908	5.91608711585294	1
18.354181849514	24.9441957922573	1
4.47359646945728	31.8017501337767	1
28.9445265960188	9.54599410056244	1
19.4206055581535	22.4600280444077	1
12.3432818090939	29.9751080228289	1
5.75174830549447	23.5090622111492	1
23.611277333171	2.24440130508194	1
21.0119286210573	26.3463823800165	1
14.6969088331012	5.24637937522564	1
