center_1	center_2	radii
13.6559820364192	37.244883349006	1
2.34592436723961	8.67957899640663	1
9.19320492265451	33.6279399540683	1
32.317839568204	15.4470060559617	1
37.1319077082468	7.52714763628587	1
39.7275996926123	1.55703932421532	1
35.4607160157465	10.4820490553793	1
8.42880856466171	19.8056285808326	1
7.89142934118091	3.9113282298372	1
0.287556442180311	39.9403185781988	1
21.0187428199963	15.2600363283533	1
29.8785339777648	20.672948480085	1
25.6228251191201	17.9370096816233	1
14.8105515676093	11.9408340754912	1
28.1589772941139	11.9092491352381	1
25.2503898832998	14.9918453819718	1
11.9943877159356	34.4525703260882	1
13.3458093248	19.9649716131261	1
31.9506938847354	22.968403678023	1
29.9406108793204	17.2693003375532	1
9.77552987165261	7.70775762751926	1
10.4725867184225	16.3243841995394	1
40.8740024632688	36.9366873501118	1
37.3542503040923	12.8747046668555	1
15.0981361275088	5.71358081007976	1
17.0050069501692	12.6942042402775	1
10.4193187350223	4.76985233476202	1
14.7000208546965	8.36677976135359	1
3.90644143818821	14.4198899097842	1
19.8824443091562	6.64667994984025	1
31.2747213703964	41.4973735575949	1
2.05827468586161	12.0250570650498	1
19.6948391393192	36.4934978557474	1
