center_1	center_2	radii
18.0793010781382	7.7468852049123	1
12.8761979543935	7.7183365126924	1
20.6534792460806	32.7338808577213	1
16.0866599767611	39.9719429273289	1
19.7369135335879	1.5960201409831	1
28.3257096444492	36.8763526500174	1
25.4678607197255	39.5595725728161	1
2.01147984889831	36.6929397516157	1
8.33637138530357	22.741427013454	1
10.8639266430525	16.1237099000665	1
6.80711439324532	20.3026932511051	1
17.15370250692	2.8733191710502	1
30.9152184872068	32.2621610306472	1
40.6906812227337	20.8431702149967	1
34.9895449870917	20.5606077690486	1
30.2151877460119	35.5839064281204	1
18.4274605692719	33.1114864189397	1
9.89420340960719	31.6638728050873	1
19.8635687953286	38.5763819151817	1
40.3760399191198	0.778065339599202	1
25.5443582980682	14.6307889923794	1
18.0346121434961	41.7544865761306	1
41.0468996058559	27.7334404140297	1
37.8337756879454	10.3734904652914	1
5.69930877316872	6.3435203814636	1
2.07379810365332	26.336823604765	1
33.5235234231697	0.110403327947502	1
17.7511670712321	0.432520433253998	1
14.3204959304223	3.5912124290779	1
1.26165666356758	19.9607691985369	1
39.5144837257292	17.7463846434803	1
24.6005692425365	21.332043764183	1
36.2161393602685	22.9241050999012	1
31.4461593101413	37.8672128832129	1
