center_1	center_2	radii
12.3214963323045	7.64032269022881	1
31.8512586864034	27.5878641662214	1
19.8178530917562	7.63169700967261	1
6.24320013162897	24.0750901183384	1
20.0900981868974	14.5474367572744	1
3.85204493102487	21.9598744763619	1
23.7234090381441	14.2241461407008	1
26.276377768036	0.979077871315809	1
18.0151692579541	4.16530772789651	1
1.14712610490757	18.390062385746	1
2.26559718078517	15.7871233364935	1
19.5453647066514	1.20878228563701	1
6.77036343852827	13.2294732244518	1
10.9881960324612	17.5799063757724	1
26.8471181318016	30.1117098763647	1
10.0867949462607	13.0783498263097	1
15.1054224595853	2.42844872900271	1
22.3063308022722	17.0113059526236	1
